Cell_Name	clone.id	clone.status	patient	sampleType	stype	majorCluster	loc
TTC249-20161228	CRC.P1228_C000024:8	Clonal	P1228	TTC	CD8	CD8_C08-SLC4A10	T
TTC169-20161228	CRC.P1228_C000024:8	Clonal	P1228	TTC	CD8	CD8_C08-SLC4A10	T
NTC154-20161228	CRC.P1228_C000024:8	Clonal	P1228	NTC	CD8	CD8_C08-SLC4A10	N
TTC6-20161228	CRC.P1228_C000024:8	Clonal	P1228	TTC	CD8	CD8_C08-SLC4A10	T
TTC32-20161228	CRC.P1228_C000028:7	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTC197-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC244-20161228	CRC.P1228_C000030:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC27-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
TTC146-20161228	CRC.P1228_C000028:7	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC173-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC245-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC165-20161228	CRC.P1228_C000030:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
TTC73-20161228	CRC.P1228_C000028:7	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTC178-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC129-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC113-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC64-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
PTC82-20161228	CRC.P1228_C000028:7	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
NTC228-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC33-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC60-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC23-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC42-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC229-20161228	CRC.P1228_C000038:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
TTC106-20161228	CRC.P1228_C000028:7	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC138-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC242-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC282-20161228	CRC.P1228_C000030:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC4-20161228	CRC.P1228_C000038:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC192-20161228	CRC.P1228_C000030:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC250-20161228	CRC.P1228_C000038:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC83-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC234-20161228	CRC.P1228_C000028:7	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC96-20161228	CRC.P1228_C000029:17	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC19-20161228	CRC.P1228_C000038:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
TTC272-20161228	CRC.P1228_C000028:7	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC153-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC239-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC226-20161228	CRC.P1228_C000041:3	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC220-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC214-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC191-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC121-20161228	CRC.P1228_C000041:3	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC217-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC97-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC211-20161228	CRC.P1228_C000040:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTH154-20161228	CRC.P1228_C000044:1	NoClonal	P1228	NTH	CD4	CD4_C11-IL10	N
PTR49-20161228	CRC.P1228_C000045:1	NoClonal	P1228	PTR	CD4	CD4_C01-CCR7	P
PTH12-20161228	CRC.P1228_C000047:1	NoClonal	P1228	PTH	CD4	CD4_C03-GNLY	P
NTC108-20161228	CRC.P1228_C000048:1	NoClonal	P1228	NTC	CD8	CD8_C06-CD160	N
PTR80-20161228	CRC.P1228_C000049:1	NoClonal	P1228	PTR	CD4	CD4_C10-FOXP3	P
TTR11-20161228	CRC.P1228_C000050:1	NoClonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
NTC116-20161228	CRC.P1228_C000051:15	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC176-20161228	CRC.P1228_C000051:15	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC100-20161228	CRC.P1228_C000051:15	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTC158-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC200-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC100-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC189-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTC20-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC111-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTC225-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC118-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC123-20161228	CRC.P1228_C000052:8	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC85-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC248-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC53-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC57-20161228	CRC.P1228_C000051:15	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC124-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC200-20161228	CRC.P1228_C000051:15	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTC257-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC288-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC79-20161228	CRC.P1228_C000052:8	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTC193-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC105-20161228	CRC.P1228_C000051:15	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC209-20161228	CRC.P1228_C000059:1	NoClonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC135-20161228	CRC.P1228_C000060:1	NoClonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTR182-20161228	CRC.P1228_C000061:1	NoClonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
TTR84-20161228	CRC.P1228_C000063:2	Clonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
NTR136-20161228	CRC.P1228_C000063:2	Clonal	P1228	NTR	CD4	CD4_C11-IL10	N
NTC203-20161228	CRC.P1228_C000064:1	NoClonal	P1228	NTC	CD8	CD8_C05-CD6	N
TTH44-20161228	CRC.P1228_C000062:18	Clonal	P1228	TTH	CD4	CD4_C07-GZMK	T
TTH25-20161228	CRC.P1228_C000065:1	NoClonal	P1228	TTH	CD4	CD4_C07-GZMK	T
NTH103-20161228	CRC.P1228_C000062:18	Clonal	P1228	NTH	CD4	CD4_C07-GZMK	N
TTH24-20161228	CRC.P1228_C000062:18	Clonal	P1228	TTH	CD4	CD4_C07-GZMK	T
TTH26-20161228	CRC.P1228_C000062:18	Clonal	P1228	TTH	CD4	CD4_C07-GZMK	T
NTH172-20161228	CRC.P1228_C000062:18	Clonal	P1228	NTH	CD4	CD4_C07-GZMK	N
TTH73-20161228	CRC.P1228_C000062:18	Clonal	P1228	TTH	CD4	CD4_C07-GZMK	T
NTR214-20161228	CRC.P1228_C000062:18	Clonal	P1228	NTR	CD4	CD4_C07-GZMK	N
TTC273-20161228	CRC.P1228_C000069:2	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC94-20161228	CRC.P1228_C000069:2	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC82-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC90-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC239-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC40-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC120-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC1-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC114-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC266-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC23-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC29-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC252-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC271-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC180-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC250-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC263-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC49-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC46-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC182-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC149-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC255-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC70-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC132-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC245-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC26-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC2-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC63-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC240-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC212-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC93-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC278-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC96-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC251-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC137-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC3-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC33-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC159-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC140-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC260-20161228	CRC.P1228_C000070:38	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTR129-20161228	CRC.P1228_C000072:1	NoClonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
PTR89-20161228	CRC.P1228_C000073:1	NoClonal	P1228	PTR	CD4	CD4_C10-FOXP3	P
PTH77-20161228	CRC.P1228_C000074:1	NoClonal	P1228	PTH	CD4	CD4_C03-GNLY	P
PTR63-20161228	CRC.P1228_C000076:1	NoClonal	P1228	PTR	CD4	CD4_C10-FOXP3	P
TTC171-20161228	CRC.P1228_C000077:3	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
PTC53-20161228	CRC.P1228_C000077:3	Clonal	P1228	PTC	CD8	CD8_C02-GPR183	P
NTC106-20161228	CRC.P1228_C000077:3	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTR23-20161228	CRC.P1228_C000078:1	NoClonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
PTH53-20161228	CRC.P1228_C000079:1	NoClonal	P1228	PTH	CD4	CD4_C01-CCR7	P
NTC218-20161228	CRC.P1228_C000081:1	NoClonal	P1228	NTC	CD8	CD8_C08-SLC4A10	N
PTH29-20161228	CRC.P1228_C000082:1	NoClonal	P1228	PTH	CD4	CD4_C02-ANXA1	P
NTR111-20161228	CRC.P1228_C000083:1	NoClonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
PTR82-20161228	CRC.P1228_C000084:1	NoClonal	P1228	PTR	CD4	CD4_C10-FOXP3	P
NTH171-20161228	CRC.P1228_C000085:2	Clonal	P1228	NTH	CD4	CD4_C05-CXCR6	N
NTR142-20161228	CRC.P1228_C000085:2	Clonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
NTH222-20161228	CRC.P1228_C000086:1	NoClonal	P1228	NTH	CD4	CD4_C04-TCF7	N
NTC246-20161228	CRC.P1228_C000087:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC22-20161228	CRC.P1228_C000092:2	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
NTC8-20161228	CRC.P1228_C000092:2	Clonal	P1228	NTC	CD8	CD8_C05-CD6	N
TTC81-20161228	CRC.P1228_C000093:2	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
TTC51-20161228	CRC.P1228_C000093:2	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTH208-20161228	CRC.P1228_C000095:1	NoClonal	P1228	NTH	CD4	CD4_C06-CXCR5	N
NTC28-20161228	CRC.P1228_C000096:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC170-20161228	CRC.P1228_C000097:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC101-20161228	CRC.P1228_C000098:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC1-20161228	CRC.P1228_C000099:2	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC66-20161228	CRC.P1228_C000099:2	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTR4-20161228	CRC.P1228_C000100:1	NoClonal	P1228	TTR	CD4	CD4_C05-CXCR6	T
PTC13-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
TTC160-20161228	CRC.P1228_C000101:37	Clonal	P1228	TTC	CD8	CD8_C03-CX3CR1	T
PTC54-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC59-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC36-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC75-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC83-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC76-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC78-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC71-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
TTC58-20161228	CRC.P1228_C000101:37	Clonal	P1228	TTC	CD8	CD8_C03-CX3CR1	T
PTC89-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC73-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC66-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC18-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC42-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC81-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC65-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
NTC13-20161228	CRC.P1228_C000101:37	Clonal	P1228	NTC	CD8	CD8_C03-CX3CR1	N
NTC202-20161228	CRC.P1228_C000101:37	Clonal	P1228	NTC	CD8	CD8_C03-CX3CR1	N
PTC27-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
TTC201-20161228	CRC.P1228_C000101:37	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
PTC48-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC41-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC68-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC74-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC96-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC47-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
NTC47-20161228	CRC.P1228_C000101:37	Clonal	P1228	NTC	CD8	CD8_C03-CX3CR1	N
PTC25-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC22-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
NTC219-20161228	CRC.P1228_C000101:37	Clonal	P1228	NTC	CD8	CD8_C03-CX3CR1	N
TTC230-20161228	CRC.P1228_C000101:37	Clonal	P1228	TTC	CD8	CD8_C03-CX3CR1	T
PTC87-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC28-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC35-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC2-20161228	CRC.P1228_C000101:37	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
NTC3-20161228	CRC.P1228_C000104:1	NoClonal	P1228	NTC	CD8	CD8_C06-CD160	N
TTC52-20161228	CRC.P1228_C000105:1	NoClonal	P1228	TTC	CD8	CD8_C04-GZMK	T
PTH69-20161228	CRC.P1228_C000107:2	Clonal	P1228	PTH	CD4	CD4_C03-GNLY	P
TTR96-20161228	CRC.P1228_C000107:2	Clonal	P1228	TTR	CD4	CD4_C05-CXCR6	T
PTR8-20161228	CRC.P1228_C000109:1	NoClonal	P1228	PTR	CD4	CD4_C02-ANXA1	P
NTC144-20161228	CRC.P1228_C000110:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
TTC223-20161228	CRC.P1228_C000112:3	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC254-20161228	CRC.P1228_C000112:3	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC288-20161228	CRC.P1228_C000112:3	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTR134-20161228	CRC.P1228_C000114:1	NoClonal	P1228	NTR	CD4	CD4_C04-TCF7	N
NTC236-20161228	CRC.P1228_C000115:2	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC18-20161228	CRC.P1228_C000115:2	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTR246-20161228	CRC.P1228_C000116:1	NoClonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
PTH20-20161228	CRC.P1228_C000117:1	NoClonal	P1228	PTH	CD4	CD4_C03-GNLY	P
NTH20-20161228	CRC.P1228_C000118:1	NoClonal	P1228	NTH	CD4	CD4_C06-CXCR5	N
NTR189-20161228	CRC.P1228_C000119:1	NoClonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
PTH90-20161228	CRC.P1228_C000120:1	NoClonal	P1228	PTH	CD4	CD4_C01-CCR7	P
NTR206-20161228	CRC.P1228_C000123:1	NoClonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
TTR36-20161228	CRC.P1228_C000124:1	NoClonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
NTH89-20161228	CRC.P1228_C000127:1	NoClonal	P1228	NTH	CD4	CD4_C05-CXCR6	N
TTC165-20161228	CRC.P1228_C000128:2	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
TTC37-20161228	CRC.P1228_C000128:2	Clonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTR159-20161228	CRC.P1228_C000130:1	NoClonal	P1228	NTR	CD4	CD4_C06-CXCR5	N
PTR43-20161228	CRC.P1228_C000131:1	NoClonal	P1228	PTR	CD4	CD4_C10-FOXP3	P
TTH66-20161228	CRC.P1228_C000132:1	NoClonal	P1228	TTH	CD4	CD4_C07-GZMK	T
TTR71-20161228	CRC.P1228_C000133:1	NoClonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
NTH32-20161228	CRC.P1228_C000134:2	Clonal	P1228	NTH	CD4	CD4_C05-CXCR6	N
NTR150-20161228	CRC.P1228_C000134:2	Clonal	P1228	NTR	CD4	CD4_C05-CXCR6	N
NTC77-20161228	CRC.P1228_C000135:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTR181-20161228	CRC.P1228_C000136:1	NoClonal	P1228	NTR	CD4	CD4_C06-CXCR5	N
PTH65-20161228	CRC.P1228_C000137:1	NoClonal	P1228	PTH	CD4	CD4_C03-GNLY	P
NTC14-20161228	CRC.P1228_C000138:1	NoClonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTR167-20161228	CRC.P1228_C000140:1	NoClonal	P1228	NTR	CD4	CD4_C06-CXCR5	N
TTH92-20161228	CRC.P1228_C000141:1	NoClonal	P1228	TTH	CD4	CD4_C10-FOXP3	T
PTR66-20161228	CRC.P1228_C000144:1	NoClonal	P1228	PTR	CD4	CD4_C01-CCR7	P
TTR6-20161228	CRC.P1228_C000146:1	NoClonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
PTC61-20161228	CRC.P1228_C000147:3	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC56-20161228	CRC.P1228_C000147:3	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTC58-20161228	CRC.P1228_C000147:3	Clonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
PTR95-20161228	CRC.P1228_C000149:1	NoClonal	P1228	PTR	CD4	CD4_C10-FOXP3	P
NTC264-20161228	CRC.P1228_C000150:1	NoClonal	P1228	NTC	CD8	CD8_C06-CD160	N
TTC276-20161228	CRC.P1228_C000151:1	NoClonal	P1228	TTC	CD8	CD8_C07-LAYN	T
NTC105-20161228	CRC.P1228_C000152:1	NoClonal	P1228	NTC	CD8	CD8_C05-CD6	N
TTC226-20161228	CRC.P1228_C000153:1	NoClonal	P1228	TTC	CD8	CD8_C04-GZMK	T
PTH28-20161228	CRC.P1228_C000154:1	NoClonal	P1228	PTH	CD4	CD4_C03-GNLY	P
NTH46-20161228	CRC.P1228_C000155:1	NoClonal	P1228	NTH	CD4	CD4_C06-CXCR5	N
TTC238-20161228	CRC.P1228_C000156:2	Clonal	P1228	TTC	CD8	CD8_C04-GZMK	T
NTC73-20161228	CRC.P1228_C000156:2	Clonal	P1228	NTC	CD8	CD8_C04-GZMK	N
NTC55-20161228	CRC.P1228_C000157:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC167-20161228	CRC.P1228_C000157:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC132-20161228	CRC.P1228_C000157:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTC152-20161228	CRC.P1228_C000157:4	Clonal	P1228	NTC	CD8	CD8_C06-CD160	N
NTH224-20161228	CRC.P1228_C000159:1	NoClonal	P1228	NTH	CD4	CD4_C06-CXCR5	N
TTR40-20161228	CRC.P1228_C000160:1	NoClonal	P1228	TTR	CD4	CD4_C12-CTLA4	T
PTR72-20161228	CRC.P1228_C000161:1	NoClonal	P1228	PTR	CD4	CD4_C02-ANXA1	P
NTH94-20161228	CRC.P1228_C000162:1	NoClonal	P1228	NTH	CD4	CD4_C05-CXCR6	N
PTC8-20161228	CRC.P1228_C000164:1	NoClonal	P1228	PTC	CD8	CD8_C03-CX3CR1	P
NTH198-20161228	CRC.P1228_C000166:1	NoClonal	P1228	NTH	CD4	CD4_C05-CXCR6	N
NTH6-20161228	CRC.P1228_C000167:1	NoClonal	P1228	NTH	CD4	CD4_C11-IL10	N
NTR257-20161228	CRC.P1228_C000168:1	NoClonal	P1228	NTR	CD4	CD4_C12-CTLA4	N
NTH36-20161228	CRC.P1228_C000169:1	NoClonal	P1228	NTH	CD4	CD4_C06-CXCR5	N
