Cell_Name	clone.id	clone.status	patient	sampleType	stype	majorCluster	loc
NTH18-20180123	CRC.P0123_C000134:1	NoClonal	P0123	NTH	CD4	CD4_C04-TCF7	N
TTC101-20180123	CRC.P0123_C000135:2	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
PTC45-20180123	CRC.P0123_C000135:2	Clonal	P0123	PTC	CD8	CD8_C03-CX3CR1	P
NTC34-20180123	CRC.P0123_C000138:2	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC18-20180123	CRC.P0123_C000138:2	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
PTR49-20180123	CRC.P0123_C000139:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
NTR9-20180123	CRC.P0123_C000140:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
PTH17-20180123	CRC.P0123_C000141:1	NoClonal	P0123	PTH	CD4	CD4_C02-ANXA1	P
NP720-20180123	CRC.P0123_C000142:1	NoClonal	P0123	NP7	CD4	CD4_C04-TCF7	N
TTH84-20180123	CRC.P0123_C000143:1	NoClonal	P0123	TTH	CD4	CD4_C09-CXCL13	T
PP7-192-20180123	CRC.P0123_C000144:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
TTR4-20180123	CRC.P0123_C000145:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTC173-20180123	CRC.P0123_C000148:2	Clonal	P0123	NTC	CD8	CD8_C04-GZMK	N
TTC185-20180123	CRC.P0123_C000148:2	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTC163-20180123	CRC.P0123_C000149:1	NoClonal	P0123	NTC	CD8	CD8_C06-CD160	N
TTC183-20180123	CRC.P0123_C000150:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC44-20180123	CRC.P0123_C000150:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC154-20180123	CRC.P0123_C000150:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC184-20180123	CRC.P0123_C000150:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTC128-20180123	CRC.P0123_C000155:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
TP7106-20180123	CRC.P0123_C000157:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
NP779-20180123	CRC.P0123_C000158:1	NoClonal	P0123	NP7	CD4	CD4_C06-CXCR5	N
PP7-106-20180123	CRC.P0123_C000160:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
NTH22-20180123	CRC.P0123_C000161:1	NoClonal	P0123	NTH	CD4	CD4_C06-CXCR5	N
NTC98-20180123	CRC.P0123_C000163:2	Clonal	P0123	NTC	CD8	CD8_C07-LAYN	N
NTC159-20180123	CRC.P0123_C000163:2	Clonal	P0123	NTC	CD8	CD8_C04-GZMK	N
NTC107-20180123	CRC.P0123_C000164:3	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTC60-20180123	CRC.P0123_C000166:1	NoClonal	P0123	NTC	CD8	CD8_C01-LEF1	N
NTC46-20180123	CRC.P0123_C000164:3	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTC14-20180123	CRC.P0123_C000164:3	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
PTH58-20180123	CRC.P0123_C000168:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TTR156-20180123	CRC.P0123_C000170:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTC102-20180123	CRC.P0123_C000171:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTH5-20180123	CRC.P0123_C000173:1	NoClonal	P0123	NTH	CD4	CD4_C04-TCF7	N
TP791-20180123	CRC.P0123_C000175:5	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TP765-20180123	CRC.P0123_C000175:5	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TP721-20180123	CRC.P0123_C000175:5	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTR96-20180123	CRC.P0123_C000175:5	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TP773-20180123	CRC.P0123_C000175:5	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTC118-20180123	CRC.P0123_C000177:1	NoClonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TP7174-20180123	CRC.P0123_C000180:5	Clonal	P0123	TP7	CD4	CD4_C07-GZMK	T
TTH148-20180123	CRC.P0123_C000180:5	Clonal	P0123	TTH	CD4	CD4_C07-GZMK	T
TP7143-20180123	CRC.P0123_C000181:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
PTR29-20180123	CRC.P0123_C000186:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
TTH49-20180123	CRC.P0123_C000188:1	NoClonal	P0123	TTH	CD4	CD4_C07-GZMK	T
NTR15-20180123	CRC.P0123_C000189:1	NoClonal	P0123	NTR	CD4	CD4_C12-CTLA4	N
TP775-20180123	CRC.P0123_C000191:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TP722-20180123	CRC.P0123_C000192:1	NoClonal	P0123	TP7	CD4	CD4_C09-CXCL13	T
PTR48-20180123	CRC.P0123_C000193:1	NoClonal	P0123	PTR	CD4	CD4_C01-CCR7	P
TTC120-20180123	CRC.P0123_C000195:4	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
TTC153-20180123	CRC.P0123_C000195:4	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
NTC134-20180123	CRC.P0123_C000195:4	Clonal	P0123	NTC	CD8	CD8_C04-GZMK	N
PTH34-20180123	CRC.P0123_C000197:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
PTH3-20180123	CRC.P0123_C000198:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TTH138-20180123	CRC.P0123_C000199:1	NoClonal	P0123	TTH	CD4	CD4_C08-IL23R	T
NTC19-20180123	CRC.P0123_C000200:4	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC160-20180123	CRC.P0123_C000200:4	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC158-20180123	CRC.P0123_C000200:4	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC84-20180123	CRC.P0123_C000200:4	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTR4-20180123	CRC.P0123_C000201:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
PTH52-20180123	CRC.P0123_C000203:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
PTR33-20180123	CRC.P0123_C000204:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
PTH87-20180123	CRC.P0123_C000205:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TTR45-20180123	CRC.P0123_C000206:2	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TP770-20180123	CRC.P0123_C000206:2	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTH30-20180123	CRC.P0123_C000207:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
PTH72-20180123	CRC.P0123_C000209:1	NoClonal	P0123	PTH	CD4	CD4_C02-ANXA1	P
NTR81-20180123	CRC.P0123_C000212:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
NTC54-20180123	CRC.P0123_C000213:2	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTC131-20180123	CRC.P0123_C000213:2	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTR40-20180123	CRC.P0123_C000214:1	NoClonal	P0123	NTR	CD4	CD4_C04-TCF7	N
TP7168-20180123	CRC.P0123_C000215:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
TTR180-20180123	CRC.P0123_C000217:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTR38-20180123	CRC.P0123_C000218:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
PTH84-20180123	CRC.P0123_C000219:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TP734-20180123	CRC.P0123_C000220:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
PP7-118-20180123	CRC.P0123_C000221:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
PP7-129-20180123	CRC.P0123_C000222:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
PTR80-20180123	CRC.P0123_C000223:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
NTR6-20180123	CRC.P0123_C000224:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
PP7-97-20180123	CRC.P0123_C000225:1	NoClonal	P0123	PP7	CD4	CD4_C02-ANXA1	P
TTH100-20180123	CRC.P0123_C000226:4	Clonal	P0123	TTH	CD4	CD4_C03-GNLY	T
TP793-20180123	CRC.P0123_C000226:4	Clonal	P0123	TP7	CD4	CD4_C07-GZMK	T
TTR14-20180123	CRC.P0123_C000227:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TP738-20180123	CRC.P0123_C000227:4	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTR86-20180123	CRC.P0123_C000227:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR74-20180123	CRC.P0123_C000227:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTH70-20180123	CRC.P0123_C000228:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
TTR7-20180123	CRC.P0123_C000230:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTH150-20180123	CRC.P0123_C000232:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
NTC143-20180123	CRC.P0123_C000233:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
TTH16-20180123	CRC.P0123_C000237:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
NP74-20180123	CRC.P0123_C000238:1	NoClonal	P0123	NP7	CD4	CD4_C11-IL10	N
NTC145-20180123	CRC.P0123_C000240:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC183-20180123	CRC.P0123_C000241:4	Clonal	P0123	NTC	CD8	CD8_C04-GZMK	N
NTC156-20180123	CRC.P0123_C000241:4	Clonal	P0123	NTC	CD8	CD8_C04-GZMK	N
TTR163-20180123	CRC.P0123_C000244:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TP774-20180123	CRC.P0123_C000246:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
TTH20-20180123	CRC.P0123_C000247:1	NoClonal	P0123	TTH	CD4	CD4_C12-CTLA4	T
TTR112-20180123	CRC.P0123_C000248:1	NoClonal	P0123	TTR	CD4	CD4_C08-IL23R	T
TTR124-20180123	CRC.P0123_C000249:2	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTH27-20180123	CRC.P0123_C000252:1	NoClonal	P0123	NTH	CD4	CD4_C04-TCF7	N
NTH29-20180123	CRC.P0123_C000253:1	NoClonal	P0123	NTH	CD4	CD4_C06-CXCR5	N
PP7-100-20180123	CRC.P0123_C000256:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
NP780-20180123	CRC.P0123_C000257:1	NoClonal	P0123	NP7	CD4	CD4_C04-TCF7	N
TTR56-20180123	CRC.P0123_C000258:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTC57-20180123	CRC.P0123_C000260:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
TTR169-20180123	CRC.P0123_C000262:3	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTH174-20180123	CRC.P0123_C000262:3	Clonal	P0123	TTH	CD4	CD4_C12-CTLA4	T
TTR183-20180123	CRC.P0123_C000262:3	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTH94-20180123	CRC.P0123_C000265:1	NoClonal	P0123	TTH	CD4	CD4_C12-CTLA4	T
PTH25-20180123	CRC.P0123_C000266:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TTR2-20180123	CRC.P0123_C000267:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TP7191-20180123	CRC.P0123_C000269:1	NoClonal	P0123	TP7	CD4	CD4_C04-TCF7	T
PTH79-20180123	CRC.P0123_C000270:1	NoClonal	P0123	PTH	CD4	CD4_C03-GNLY	P
TTR115-20180123	CRC.P0123_C000271:1	NoClonal	P0123	TTR	CD4	CD4_C08-IL23R	T
NTR24-20180123	CRC.P0123_C000273:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
PTH2-20180123	CRC.P0123_C000274:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
PP7-114-20180123	CRC.P0123_C000275:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
TTC6-20180123	CRC.P0123_C000276:5	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
TTC47-20180123	CRC.P0123_C000276:5	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
TTC124-20180123	CRC.P0123_C000276:5	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
TTC53-20180123	CRC.P0123_C000276:5	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
PTC11-20180123	CRC.P0123_C000276:5	Clonal	P0123	PTC	CD8	CD8_C03-CX3CR1	P
TTR69-20180123	CRC.P0123_C000277:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTH62-20180123	CRC.P0123_C000278:1	NoClonal	P0123	NTH	CD4	CD4_C04-TCF7	N
TP710-20180123	CRC.P0123_C000279:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
TP75-20180123	CRC.P0123_C000281:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
TTH40-20180123	CRC.P0123_C000282:4	Clonal	P0123	TTH	CD4	CD4_C12-CTLA4	T
TP7131-20180123	CRC.P0123_C000282:4	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TP71-20180123	CRC.P0123_C000282:4	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
NTR11-20180123	CRC.P0123_C000283:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
NTR79-20180123	CRC.P0123_C000285:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
NTR45-20180123	CRC.P0123_C000286:1	NoClonal	P0123	NTR	CD4	CD4_C12-CTLA4	N
PP7-160-20180123	CRC.P0123_C000287:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
PTR69-20180123	CRC.P0123_C000289:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
TTC115-20180123	CRC.P0123_C000290:2	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC145-20180123	CRC.P0123_C000290:2	Clonal	P0123	TTC	CD8	CD8_C04-GZMK	T
TTC4-20180123	CRC.P0123_C000291:1	NoClonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTH81-20180123	CRC.P0123_C000292:1	NoClonal	P0123	NTH	CD4	CD4_C11-IL10	N
NP772-20180123	CRC.P0123_C000293:1	NoClonal	P0123	NP7	CD4	CD4_C05-CXCR6	N
TTH79-20180123	CRC.P0123_C000295:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
NTC170-20180123	CRC.P0123_C000298:1	NoClonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTR74-20180123	CRC.P0123_C000300:1	NoClonal	P0123	NTR	CD4	CD4_C07-GZMK	N
TTR122-20180123	CRC.P0123_C000304:3	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR67-20180123	CRC.P0123_C000304:3	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR134-20180123	CRC.P0123_C000304:3	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
NTC123-20180123	CRC.P0123_C000308:1	NoClonal	P0123	NTC	CD8	CD8_C04-GZMK	N
NTC30-20180123	CRC.P0123_C000310:2	Clonal	P0123	NTC	CD8	CD8_C08-SLC4A10	N
NTC186-20180123	CRC.P0123_C000311:1	NoClonal	P0123	NTC	CD8	CD8_C08-SLC4A10	N
NTC185-20180123	CRC.P0123_C000310:2	Clonal	P0123	NTC	CD8	CD8_C08-SLC4A10	N
NTC17-20180123	CRC.P0123_C000315:1	NoClonal	P0123	NTC	CD8	CD8_C04-GZMK	N
TTC149-20180123	CRC.P0123_C000316:2	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC161-20180123	CRC.P0123_C000316:2	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NP738-20180123	CRC.P0123_C000319:1	NoClonal	P0123	NP7	CD4	CD4_C11-IL10	N
TTR70-20180123	CRC.P0123_C000320:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR142-20180123	CRC.P0123_C000321:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
PP7-119-20180123	CRC.P0123_C000322:1	NoClonal	P0123	PP7	CD4	CD4_C10-FOXP3	P
NTH32-20180123	CRC.P0123_C000324:1	NoClonal	P0123	NTH	CD4	CD4_C04-TCF7	N
TTH24-20180123	CRC.P0123_C000325:2	Clonal	P0123	TTH	CD4	CD4_C12-CTLA4	T
NP71-20180123	CRC.P0123_C000326:1	NoClonal	P0123	NP7	CD4	CD4_C05-CXCR6	N
NTC24-20180123	CRC.P0123_C000327:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC35-20180123	CRC.P0123_C000328:2	Clonal	P0123	NTC	CD8	CD8_C08-SLC4A10	N
NTC178-20180123	CRC.P0123_C000328:2	Clonal	P0123	NTC	CD8	CD8_C08-SLC4A10	N
PTR12-20180123	CRC.P0123_C000330:1	NoClonal	P0123	PTR	CD4	CD4_C10-FOXP3	P
TTH87-20180123	CRC.P0123_C000332:1	NoClonal	P0123	TTH	CD4	CD4_C07-GZMK	T
NP73-20180123	CRC.P0123_C000340:1	NoClonal	P0123	NP7	CD4	CD4_C04-TCF7	N
PP7-178-20180123	CRC.P0123_C000341:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
TP7150-20180123	CRC.P0123_C000342:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
PTH91-20180123	CRC.P0123_C000343:1	NoClonal	P0123	PTH	CD4	CD4_C02-ANXA1	P
TP7103-20180123	CRC.P0123_C000345:1	NoClonal	P0123	TP7	CD4	CD4_C10-FOXP3	T
NTR73-20180123	CRC.P0123_C000346:1	NoClonal	P0123	NTR	CD4	CD4_C04-TCF7	N
NTC101-20180123	CRC.P0123_C000347:1	NoClonal	P0123	NTC	CD8	CD8_C04-GZMK	N
TTH172-20180123	CRC.P0123_C000349:2	Clonal	P0123	TTH	CD4	CD4_C07-GZMK	T
TTH5-20180123	CRC.P0123_C000349:2	Clonal	P0123	TTH	CD4	CD4_C07-GZMK	T
PTC80-20180123	CRC.P0123_C000350:1	NoClonal	P0123	PTC	CD8	CD8_C03-CX3CR1	P
TTC180-20180123	CRC.P0123_C000351:1	NoClonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTH96-20180123	CRC.P0123_C000352:1	NoClonal	P0123	NTH	CD4	CD4_C06-CXCR5	N
PTR43-20180123	CRC.P0123_C000353:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
NTR39-20180123	CRC.P0123_C000355:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
NTR16-20180123	CRC.P0123_C000356:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
PTR2-20180123	CRC.P0123_C000357:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
NTR95-20180123	CRC.P0123_C000358:1	NoClonal	P0123	NTR	CD4	CD4_C12-CTLA4	N
NTH82-20180123	CRC.P0123_C000359:1	NoClonal	P0123	NTH	CD4	CD4_C04-TCF7	N
PTH12-20180123	CRC.P0123_C000361:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TTH4-20180123	CRC.P0123_C000362:1	NoClonal	P0123	TTH	CD4	CD4_C07-GZMK	T
NTR12-20180123	CRC.P0123_C000363:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
PTC10-20180123	CRC.P0123_C000364:1	NoClonal	P0123	PTC	CD8	CD8_C03-CX3CR1	P
NTR7-20180123	CRC.P0123_C000365:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
NTR23-20180123	CRC.P0123_C000367:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
NTR62-20180123	CRC.P0123_C000368:1	NoClonal	P0123	NTR	CD4	CD4_C05-CXCR6	N
NTH69-20180123	CRC.P0123_C000369:2	Clonal	P0123	NTH	CD4	CD4_C07-GZMK	N
TTH170-20180123	CRC.P0123_C000369:2	Clonal	P0123	TTH	CD4	CD4_C07-GZMK	T
PTR16-20180123	CRC.P0123_C000371:1	NoClonal	P0123	PTR	CD4	CD4_C10-FOXP3	P
TP7147-20180123	CRC.P0123_C000372:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTH107-20180123	CRC.P0123_C000376:1	NoClonal	P0123	TTH	CD4	CD4_C10-FOXP3	T
PTC13-20180123	CRC.P0123_C000377:1	NoClonal	P0123	PTC	CD8	CD8_C08-SLC4A10	P
NTC119-20180123	CRC.P0123_C000379:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC32-20180123	CRC.P0123_C000380:1	NoClonal	P0123	NTC	CD8	CD8_C04-GZMK	N
NP762-20180123	CRC.P0123_C000381:1	NoClonal	P0123	NP7	CD4	CD4_C04-TCF7	N
NTC165-20180123	CRC.P0123_C000382:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
PTR40-20180123	CRC.P0123_C000383:1	NoClonal	P0123	PTR	CD4	CD4_C10-FOXP3	P
NTC100-20180123	CRC.P0123_C000386:4	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTC6-20180123	CRC.P0123_C000386:4	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTC103-20180123	CRC.P0123_C000386:4	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
NTC51-20180123	CRC.P0123_C000386:4	Clonal	P0123	NTC	CD8	CD8_C06-CD160	N
TP757-20180123	CRC.P0123_C000392:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
PTR26-20180123	CRC.P0123_C000394:2	Clonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
PTR57-20180123	CRC.P0123_C000394:2	Clonal	P0123	PTR	CD4	CD4_C10-FOXP3	P
TTH32-20180123	CRC.P0123_C000396:1	NoClonal	P0123	TTH	CD4	CD4_C07-GZMK	T
NTH6-20180123	CRC.P0123_C000397:1	NoClonal	P0123	NTH	CD4	CD4_C05-CXCR6	N
TP792-20180123	CRC.P0123_C000398:1	NoClonal	P0123	TP7	CD4	CD4_C04-TCF7	T
PTH43-20180123	CRC.P0123_C000403:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TTR16-20180123	CRC.P0123_C000405:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
PTR25-20180123	CRC.P0123_C000406:1	NoClonal	P0123	PTR	CD4	CD4_C01-CCR7	P
TTC189-20180123	CRC.P0123_C000407:1	NoClonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTC106-20180123	CRC.P0123_C000408:1	NoClonal	P0123	NTC	CD8	CD8_C05-CD6	N
PP7-166-20180123	CRC.P0123_C000412:1	NoClonal	P0123	PP7	CD4	CD4_C02-ANXA1	P
NTR21-20180123	CRC.P0123_C000413:1	NoClonal	P0123	NTR	CD4	CD4_C12-CTLA4	N
TTR95-20180123	CRC.P0123_C000414:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR145-20180123	CRC.P0123_C000414:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR149-20180123	CRC.P0123_C000414:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TTR185-20180123	CRC.P0123_C000414:4	Clonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
PTH62-20180123	CRC.P0123_C000415:1	NoClonal	P0123	PTH	CD4	CD4_C01-CCR7	P
TP796-20180123	CRC.P0123_C000416:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTC97-20180123	CRC.P0123_C000417:3	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC160-20180123	CRC.P0123_C000417:3	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTC129-20180123	CRC.P0123_C000417:3	Clonal	P0123	NTC	CD8	CD8_C04-GZMK	N
TP7102-20180123	CRC.P0123_C000419:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
NTC120-20180123	CRC.P0123_C000420:2	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
NTC99-20180123	CRC.P0123_C000420:2	Clonal	P0123	NTC	CD8	CD8_C05-CD6	N
TTC141-20180123	CRC.P0123_C000421:1	NoClonal	P0123	TTC	CD8	CD8_C07-LAYN	T
NTC176-20180123	CRC.P0123_C000422:1	NoClonal	P0123	NTC	CD8	CD8_C06-CD160	N
PTR6-20180123	CRC.P0123_C000425:1	NoClonal	P0123	PTR	CD4	CD4_C10-FOXP3	P
TP7107-20180123	CRC.P0123_C000427:2	Clonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTC140-20180123	CRC.P0123_C000428:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC163-20180123	CRC.P0123_C000428:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC162-20180123	CRC.P0123_C000428:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
TTC170-20180123	CRC.P0123_C000428:4	Clonal	P0123	TTC	CD8	CD8_C07-LAYN	T
PTR67-20180123	CRC.P0123_C000429:1	NoClonal	P0123	PTR	CD4	CD4_C10-FOXP3	P
PTR93-20180123	CRC.P0123_C000430:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
TP7190-20180123	CRC.P0123_C000431:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
TTR55-20180123	CRC.P0123_C000433:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
PTR68-20180123	CRC.P0123_C000435:1	NoClonal	P0123	PTR	CD4	CD4_C02-ANXA1	P
TTC99-20180123	CRC.P0123_C000436:1	NoClonal	P0123	TTC	CD8	CD8_C05-CD6	T
TTH154-20180123	CRC.P0123_C000437:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
TTH120-20180123	CRC.P0123_C000439:1	NoClonal	P0123	TTH	CD4	CD4_C05-CXCR6	T
TTR11-20180123	CRC.P0123_C000440:1	NoClonal	P0123	TTR	CD4	CD4_C12-CTLA4	T
TP7117-20180123	CRC.P0123_C000442:1	NoClonal	P0123	TP7	CD4	CD4_C12-CTLA4	T
NTC122-20180123	CRC.P0123_C000443:1	NoClonal	P0123	NTC	CD8	CD8_C04-GZMK	N
TP761-20180123	CRC.P0123_C000444:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
PP7-134-20180123	CRC.P0123_C000445:1	NoClonal	P0123	PP7	CD4	CD4_C01-CCR7	P
TP7162-20180123	CRC.P0123_C000448:1	NoClonal	P0123	TP7	CD4	CD4_C05-CXCR6	T
NTR29-20180123	CRC.P0123_C000449:1	NoClonal	P0123	NTR	CD4	CD4_C11-IL10	N
